full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity.1,body_type,fuel_type,kms_driven.1,max_power,owner_type,resale_price_Lakh,prediction,precisaoNew,prejuizoNew,variacaoPrecisao,precisaoOld,prejuizoOld,satisfacaoOld,satisfacaoNew
2019 Ford Freestyle Trend Petrol BSIV,Delhi,1194.0,Third Party,Manual,baixa,60000.0,2019.0,Ford,Freestyle Trend Petrol BSIV,11.3,5.0,1194.0,Hatchback,Petrol,60000.0,94.6,First Owner,5.5,5.716900000000001,0,0,3.9436363636363776,0,0.0,75.39897787019498,75.39897787019498
2018 Maruti Alto 800 LXI,Ahmedabad,796.0,Third Party,Manual,baixa,23199.0,2018.0,Maruti,Alto 800 LXI,14.38,5.0,796.0,Hatchback,Petrol,23199.0,47.3,First Owner,3.34,3.252799999999997,0,0,2.6107784431138574,0,0.0,70.53245623075513,70.53245623075513
2019 Hyundai Venue SX Opt Turbo BSIV,Bangalore,998.0,Third Party,Manual,baixa,20469.0,2019.0,Hyundai,Venue SX Opt Turbo BSIV,17.4,5.0,998.0,SUV,Petrol,20469.0,118.3,First Owner,10.99,10.175400000000003,0,0,7.412192902638734,0,0.0,88.06334756389657,88.06334756389657
2015 Maruti Alto 800 VXI,Kolkata,796.0,Third Party,Manual,baixa,40000.0,2015.0,Maruti,Alto 800 VXI,15.4,5.0,796.0,Hatchback,Petrol,40000.0,47.3,First Owner,3.0,2.818900000000001,0,0,6.0366666666666315,0,0.0,83.0410356656027,83.0410356656027
2018 Hyundai Elantra 2.0 SX AT,Mumbai,1999.0,Comprehensive,Automatic,baixa,66000.0,2018.0,Hyundai,Elantra 2.0 SX AT,18.9,5.0,1999.0,Sedan,Petrol,66000.0,149.9,First Owner,11.85,13.29630000000001,0,0,12.205063291139323,1,0.8912253784887518,50.0,100.0
2013 Hyundai i20 Magna,Gurgaon,1197.0,Not Available,Manual,baixa,100996.0,2013.0,Hyundai,i20 Magna,17.5,5.0,1197.0,Hatchback,Petrol,100996.0,82.8,Fourth Owner,2.2,2.597099999999997,0,0,18.04999999999986,1,0.8470986869970362,50.0,100.0
2018 Tata Tiago 1.2 Revotron XZ,Hyderabad,1199.0,Comprehensive,Manual,baixa,93407.0,2018.0,Tata,Tiago 1.2 Revotron XZ,19.01,5.0,1199.0,Hatchback,Petrol,93407.0,84.0,Second Owner,4.79,4.707500000000006,0,0,1.7223382045927815,0,0.0,67.28858936427253,67.28858936427253
2014 Skoda Superb Elegance 1.8 TSI AT,Pune,1798.0,Third Party,Automatic,baixa,90495.0,2014.0,Skoda,Superb Elegance 1.8 TSI AT,16.82,5.0,1798.0,Sedan,Petrol,90495.0,157.7,Second Owner,5.0,5.7577,0,0,15.153999999999995,1,0.868402313423763,50.0,100.0
2016 Hyundai Creta 1.6 CRDi SX,Ahmedabad,1582.0,Third Party,Manual,baixa,102344.0,2016.0,Hyundai,Creta 1.6 CRDi SX,21.1,5.0,1582.0,SUV,Diesel,102344.0,126.2,First Owner,8.75,9.012899999999997,0,0,3.0045714285713894,0,0.0,71.97027046112518,71.97027046112518
2016 Maruti Wagon R AMT VXI,Jaipur,998.0,Third Party,Automatic,baixa,50000.0,2016.0,Maruti,Wagon R AMT VXI,18.2,5.0,998.0,Hatchback,Petrol,50000.0,67.0,First Owner,4.25,4.133800000000001,0,0,2.7341176470588047,0,0.0,70.98279148085746,70.98279148085746
2012 Maruti Ritz VXi,Gurgaon,1197.0,Comprehensive,Manual,baixa,82558.0,2012.0,Maruti,Ritz VXi,18.49,5.0,1197.0,Hatchback,Petrol,82558.0,85.8,First Owner,2.56,2.8001000000000005,0,0,9.378906250000016,1,0.9142530623906288,50.0,100.0
2019 Maruti Ertiga ZXI Plus Petrol,Kolkata,1462.0,Third Party,Manual,baixa,30000.0,2019.0,Maruti,Ertiga ZXI Plus Petrol,13.1,7.0,1462.0,MUV,Petrol,30000.0,103.0,First Owner,8.5,9.145500000000004,0,0,7.594117647058868,0,0.0,88.7275899349987,88.7275899349987
2008 Maruti Zen Estilo Sports,Hyderabad,1061.0,Third Party,Manual,baixa,120000.0,2008.0,Maruti,Zen Estilo Sports,21.7,5.0,1061.0,Hatchback,Petrol,120000.0,64.9,First Owner,0.85,0.9634936999999996,0,0,13.352199999999954,1,0.88220607981142,50.0,100.0
2013 Hyundai EON Era Plus,Delhi,814.0,Third Party,Manual,baixa,48000.0,2013.0,Hyundai,EON Era Plus,17.0,5.0,814.0,Hatchback,Petrol,48000.0,55.2,Second Owner,1.8,1.9184000000000017,0,0,6.577777777777867,0,0.0,85.01673681950501,85.01673681950501
2016 Tata Tiago 1.2 Revotron XZ,Hyderabad,1199.0,Third Party,Manual,baixa,95000.0,2016.0,Tata,Tiago 1.2 Revotron XZ,18.0,5.0,1199.0,Hatchback,Petrol,95000.0,84.0,First Owner,4.5,4.3734,0,0,2.8133333333333295,0,0.0,71.27202324780147,71.27202324780147
2017 Hyundai Creta 1.6 VTVT AT SX Plus,Hyderabad,1591.0,Third Party,Automatic,baixa,43639.0,2017.0,Hyundai,Creta 1.6 VTVT AT SX Plus,20.73,5.0,1591.0,SUV,Petrol,43639.0,121.3,Second Owner,10.12,9.985500000000004,0,0,1.3290513833991664,0,0.0,65.85262323736913,65.85262323736913
2012 Hyundai i20 Sportz 1.2,Pune,1197.0,Third Party,Manual,baixa,75136.0,2012.0,Hyundai,i20 Sportz 1.2,19.1,5.0,1197.0,Hatchback,Petrol,75136.0,82.8,Second Owner,2.93,3.2083,0,0,9.498293515358354,1,0.9132562416232897,50.0,100.0
2015 Maruti Wagon R VXI Optional,Lucknow,998.0,Third Party,Manual,baixa,30000.0,2015.0,Maruti,Wagon R VXI Optional,25.0,5.0,998.0,Hatchback,Petrol,30000.0,67.0,First Owner,4.0,3.773600000000001,0,0,5.659999999999976,0,0.0,81.66575293218852,81.66575293218852
2018 Maruti Ertiga BSIV LXI,Hyderabad,1373.0,Third Party,Manual,baixa,57000.0,2018.0,Maruti,Ertiga BSIV LXI,21.46,7.0,1373.0,MUV,Petrol,57000.0,91.1,First Owner,6.75,7.350199999999998,0,0,8.891851851851827,1,0.9183423580310742,50.0,100.0
2006 Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2494.0,Third Party,Manual,baixa,120000.0,2006.0,Toyota,Innova 2.5 G4 Diesel 7-seater,16.14,7.0,2494.0,MUV,Diesel,120000.0,102.0,Second Owner,5.0,4.7102,0,0,5.795999999999992,0,0.0,82.16231519345672,82.16231519345672
2022 Mahindra XUV700 AX7 Diesel BSVI,Bangalore,2198.0,Third Party,Manual,baixa,10000.0,2022.0,Mahindra,XUV700 AX7 Diesel BSVI,23.95,7.0,2198.0,SUV,Diesel,10000.0,182.3,First Owner,21.5,22.2062,0,0,3.284651162790693,0,0.0,72.9928956534731,72.9928956534731
2021 Tata Nexon XM Diesel BSVI,Hyderabad,1497.0,Third Party,Manual,baixa,30000.0,2021.0,Tata,Nexon XM Diesel BSVI,18.0,5.0,1497.0,SUV,Diesel,30000.0,113.4,First Owner,9.6,10.168200000000011,0,0,5.918750000000121,0,0.0,82.61049914618268,82.61049914618268
2014 Honda City i DTEC VX,Ahmedabad,1498.0,Third Party,Manual,baixa,120000.0,2014.0,Honda,City i DTEC VX,17.4,5.0,1498.0,Sedan,Diesel,120000.0,98.6,Second Owner,4.5,4.671299999999999,0,0,3.8066666666666373,0,0.0,74.8988750580442,74.8988750580442
2020 Maruti Baleno Zeta,Chennai,1197.0,Comprehensive,Manual,baixa,20027.0,2020.0,Maruti,Baleno Zeta,17.1,5.0,1197.0,Hatchback,Petrol,20027.0,81.8,First Owner,8.5,7.986400000000002,0,0,6.042352941176443,0,0.0,83.06179735184375,83.06179735184375
2009 Chevrolet Aveo 1.6 LT,Pune,1598.0,Not Available,Manual,baixa,26243.0,2009.0,Chevrolet,Aveo 1.6 LT,15.97,5.0,1598.0,Sedan,Petrol,26243.0,102.0,Second Owner,1.81,2.0774026999999986,0,0,14.773629834254063,1,0.8712802770497994,50.0,100.0
2019 Volkswagen Polo 1.0 MPI Highline Plus,Bangalore,999.0,Third Party,Manual,baixa,63511.0,2019.0,Volkswagen,Polo 1.0 MPI Highline Plus,22.0,5.0,999.0,Hatchback,Petrol,63511.0,75.0,First Owner,7.75,6.9499,0,0,10.32387096774193,1,1.1151239586181096,50.0,100.0
2020 Hyundai Santro Magna,Chandigarh,1086.0,Zero Dep,Manual,baixa,55862.0,2020.0,Hyundai,Santro Magna,23.84,5.0,1086.0,Hatchback,Petrol,55862.0,68.0,First Owner,4.28,4.536399999999992,0,0,5.990654205607294,0,0.0,82.8730352853811,82.8730352853811
2015 Hyundai i20 Sportz 1.4 CRDi,Jaipur,1396.0,Comprehensive,Manual,baixa,75000.0,2015.0,Hyundai,i20 Sportz 1.4 CRDi,19.67,5.0,1396.0,Hatchback,Diesel,75000.0,88.7,First Owner,5.4,5.456699999999993,0,0,1.0499999999998555,0,0.0,64.83375275243704,64.83375275243704
2013 Skoda Rapid 1.6 TDI Elegance Plus,Bangalore,1598.0,Third Party,Manual,baixa,37949.0,2013.0,Skoda,Rapid 1.6 TDI Elegance Plus,17.1,5.0,1598.0,Sedan,Diesel,37949.0,103.5,First Owner,6.5,5.741999999999999,0,0,11.661538461538475,1,1.132009752699408,50.0,100.0
2017 Honda WR-V i-VTEC S,Chennai,1199.0,Comprehensive,Manual,baixa,55450.0,2017.0,Honda,WR-V i-VTEC S,19.1,5.0,1199.0,SUV,Petrol,55450.0,88.7,Second Owner,5.75,5.9133,0,0,2.8399999999999923,0,0.0,71.36938839706973,71.36938839706973
2018 Audi Q3 30 TFSI Premium FWD,Delhi,1395.0,Comprehensive,Automatic,alta,59000.0,2018.0,Audi,Q3 30 TFSI Premium FWD,16.8,5.0,1395.0,SUV,Petrol,59000.0,147.5,Second Owner,23.5,24.44880000000001,0,0,4.037446808510677,0,0.0,75.74149791899904,75.74149791899904
2019 Maruti Baleno 1.2 Zeta,Delhi,1197.0,Zero Dep,Manual,baixa,88750.0,2019.0,Maruti,Baleno 1.2 Zeta,18.06,5.0,1197.0,Hatchback,Petrol,88750.0,83.1,First Owner,6.26,6.258500000000001,0,0,0.023961661341839757,0,0.0,61.08748865249708,61.08748865249708
2017 Hyundai Creta 1.6 VTVT AT SX Plus,Mumbai,1591.0,Third Party,Automatic,baixa,56000.0,2017.0,Hyundai,Creta 1.6 VTVT AT SX Plus,27.39,5.0,1591.0,SUV,Petrol,56000.0,121.3,Second Owner,9.99,9.484100000000002,0,0,5.064064064064051,0,0.0,79.48987575631139,79.48987575631139
2015 Hyundai i20 Sportz 1.4 CRDi,Jaipur,1396.0,Comprehensive,Manual,baixa,76000.0,2015.0,Hyundai,i20 Sportz 1.4 CRDi,14.8,5.0,1396.0,Hatchback,Diesel,76000.0,88.7,First Owner,5.75,5.7795,0,0,0.5130434782608633,0,0.0,62.87322080657386,62.87322080657386
2017 Hyundai Creta 1.6 VTVT E Plus,Mumbai,1591.0,Third Party,Manual,baixa,96059.0,2017.0,Hyundai,Creta 1.6 VTVT E Plus,21.4,5.0,1591.0,SUV,Petrol,96059.0,121.3,First Owner,7.8,8.6223,0,0,10.542307692307684,1,0.9046310149264118,50.0,100.0
2017 Mahindra XUV500 AT W10 1.99 mHawk,Ahmedabad,1997.0,Comprehensive,Automatic,baixa,58000.0,2017.0,Mahindra,XUV500 AT W10 1.99 mHawk,24.97,7.0,1997.0,SUV,Diesel,58000.0,140.0,Second Owner,9.5,10.0759,0,0,6.062105263157902,0,0.0,83.13391689352325,83.13391689352325
2014 Volkswagen Polo 1.2 MPI Highline,Bangalore,1198.0,Third Party,Manual,baixa,80000.0,2014.0,Volkswagen,Polo 1.2 MPI Highline,19.81,5.0,1198.0,Hatchback,Petrol,80000.0,74.0,Third Owner,4.95,4.577799999999995,0,0,7.519191919192014,0,0.0,88.45402163458161,88.45402163458161
2012 Ford Figo Diesel EXI,Delhi,1399.0,Third Party,Manual,baixa,80000.0,2012.0,Ford,Figo Diesel EXI,17.0,5.0,1399.0,Hatchback,Diesel,80000.0,68.0,Second Owner,2.0,2.2622000000000004,0,0,13.11000000000002,1,0.884095128635841,50.0,100.0
2020 Maruti Wagon R LXI Opt,Mumbai,998.0,Third Party,Manual,baixa,30000.0,2020.0,Maruti,Wagon R LXI Opt,15.0,5.0,998.0,Hatchback,Petrol,30000.0,67.0,First Owner,5.3,5.103700000000004,0,0,3.703773584905575,0,0.0,74.52319254813153,74.52319254813153
2016 Maruti Baleno 1.2 Delta,Ahmedabad,1197.0,Third Party,Manual,baixa,41179.0,2016.0,Maruti,Baleno 1.2 Delta,22.05,5.0,1197.0,Hatchback,Petrol,41179.0,83.1,First Owner,5.55,5.1207,0,0,7.735135135135128,0,0.0,89.24247201409798,89.24247201409798
2018 Tata Nexon 1.5 Revotorq XZ Plus,Delhi,1497.0,Third Party,Manual,baixa,30200.0,2018.0,Tata,Nexon 1.5 Revotorq XZ Plus,14.75,5.0,1497.0,SUV,Diesel,30200.0,108.5,First Owner,7.75,8.898000000000009,0,0,14.812903225806561,1,0.8709822432007184,50.0,100.0
2017 Mercedes-Benz CLA 200 CDI Sport,Mumbai,2143.0,Comprehensive,Automatic,alta,57700.0,2017.0,Mercedes-Benz,2017  CLA 200 CDI Sport,18.7,5.0,2143.0,Sedan,Diesel,57700.0,136.0,Second Owner,22.5,22.756300000000007,0,0,1.1391111111111405,0,0.0,65.15911462624246,65.15911462624246
2020 Volkswagen Polo 1.0 MPI Trendline,Chandigarh,999.0,Third Party,Manual,baixa,45169.0,2020.0,Volkswagen,Polo 1.0 MPI Trendline,17.33,5.0,999.0,Hatchback,Petrol,45169.0,75.1,First Owner,5.09,5.516999999999996,0,0,8.38899803536338,1,0.9226028638752952,50.0,100.0
2009 Hyundai Santro Xing GLS,Kolkata,1086.0,Third Party,Manual,baixa,70000.0,2009.0,Hyundai,Santro Xing GLS,25.4,5.0,1086.0,Hatchback,Petrol,70000.0,62.1,Third Owner,0.96107,1.1312077000000016,0,0,17.70294567513309,1,0.8495964092182176,50.0,100.0
2018 Tata Nexon 1.5 Revotorq XZ Plus,Bangalore,1497.0,Comprehensive,Manual,baixa,82000.0,2018.0,Tata,Nexon 1.5 Revotorq XZ Plus,20.38,5.0,1497.0,SUV,Diesel,82000.0,108.5,First Owner,8.25,8.021099999999997,0,0,2.774545454545491,0,0.0,71.13040121250233,71.13040121250233
2019 Maruti Ciaz Alpha BSIV,Hyderabad,1462.0,Third Party,Manual,baixa,40000.0,2019.0,Maruti,Ciaz Alpha BSIV,23.64,5.0,1462.0,Sedan,Petrol,40000.0,103.2,First Owner,9.0,8.2341,0,0,8.510000000000002,1,1.0930156301235108,50.0,100.0
2013 Honda Amaze VX i-DTEC,Kolkata,1498.0,Third Party,Manual,baixa,50000.0,2013.0,Honda,Amaze VX i-DTEC,21.4,5.0,1498.0,Sedan,Diesel,50000.0,98.6,First Owner,2.95,3.0990999999999964,0,0,5.054237288135465,0,0.0,79.45399629986967,79.45399629986967
2022 Maruti Baleno Sigma,Jaipur,1197.0,Not Available,Manual,baixa,20138.0,2022.0,Maruti,Baleno Sigma,19.6,5.0,1197.0,Hatchback,Petrol,20138.0,81.8,First Owner,6.0,5.919900000000001,0,0,1.3349999999999826,0,0.0,65.87434278524206,65.87434278524206
2021 Skoda Kushaq 1.0 TSI Style AT BSVI,Chennai,999.0,Third Party,Automatic,baixa,20000.0,2021.0,Skoda,Kushaq 1.0 TSI Style AT BSVI,21.21,5.0,999.0,SUV,Petrol,20000.0,113.9,Second Owner,13.0,12.697900000000002,0,0,2.3238461538461355,0,0.0,69.48481103671378,69.48481103671378
2014 Maruti Swift Dzire VXI,Jaipur,1197.0,Not Available,Manual,baixa,70351.0,2014.0,Maruti,Swift Dzire VXI,20.0,5.0,1197.0,Sedan,Petrol,70351.0,85.8,Third Owner,4.0,4.015599999999999,0,0,0.38999999999997925,0,0.0,62.42396530804797,62.42396530804797
2015 Hyundai i10 Magna 1.1L,Pune,1086.0,Third Party,Manual,baixa,40000.0,2015.0,Hyundai,i10 Magna 1.1L,16.1,5.0,1086.0,Hatchback,Petrol,40000.0,68.0,Second Owner,3.75,3.6456,0,0,2.7840000000000016,0,0.0,71.1649215836064,71.1649215836064
2010 Hyundai i10 Magna,Hyderabad,1197.0,Third Party,Manual,baixa,65303.0,2010.0,Hyundai,i10 Magna,21.4,5.0,1197.0,Hatchback,Petrol,65303.0,78.9,First Owner,2.59,2.4682000000000017,0,0,4.702702702702631,0,0.0,78.17047564798372,78.17047564798372
2021 Hyundai Venue S BSIV,Agra,1197.0,Third Party,Manual,baixa,30000.0,2021.0,Hyundai,Venue S BSIV,19.33,5.0,1197.0,SUV,Petrol,30000.0,81.8,First Owner,7.1,7.344800000000008,0,0,3.447887323943783,0,0.0,73.58890239834744,73.58890239834744
2019 Toyota Yaris G CVT,Delhi,1496.0,Comprehensive,Automatic,baixa,14000.0,2019.0,Toyota,Yaris G CVT,18.41,5.0,1496.0,Sedan,Petrol,14000.0,105.9,First Owner,8.85,8.574300000000001,0,0,3.1152542372881213,0,0.0,72.37439476833025,72.37439476833025
2016 Honda Brio E MT,Delhi,1198.0,Third Party,Manual,baixa,59446.0,2016.0,Honda,Brio E MT,14.5,5.0,1198.0,Hatchback,Petrol,59446.0,86.8,First Owner,3.21,3.8933,0,0,21.286604361370717,1,0.8244933603883595,50.0,100.0
2010 Hyundai i10 Sportz 1.2 AT,Mumbai,1197.0,Third Party,Automatic,baixa,64592.0,2010.0,Hyundai,i10 Sportz 1.2 AT,16.55,5.0,1197.0,Hatchback,Petrol,64592.0,78.9,Second Owner,2.49,2.470400000000001,0,0,0.7871485943774768,0,0.0,63.87403151454469,63.87403151454469
2011 Maruti Wagon R LXI CNG,Delhi,998.0,Comprehensive,Manual,baixa,71209.0,2011.0,Maruti,Wagon R LXI CNG,19.4,5.0,998.0,Hatchback,CNG,71209.0,58.2,First Owner,2.1,2.092099999999999,0,0,0.3761904761905299,0,0.0,62.37354407003431,62.37354407003431
2019 Skoda Octavia 1.8 TSI AT L K,Delhi,1798.0,Comprehensive,Automatic,baixa,32000.0,2019.0,Skoda,Octavia 1.8 TSI AT L K,17.97,5.0,1798.0,Sedan,Petrol,32000.0,178.0,First Owner,22.0,21.38640000000001,0,0,2.7890909090908687,0,0.0,71.18350947573929,71.18350947573929
2020 Toyota Innova Crysta 2.4 ZX MT,Mumbai,2393.0,Third Party,Manual,baixa,49000.0,2020.0,Toyota,Innova Crysta 2.4 ZX MT,18.9,7.0,2393.0,MUV,Diesel,49000.0,147.5,First Owner,23.95,23.525900000000007,0,0,1.7707724425886937,0,0.0,67.46543211972877,67.46543211972877
2011 Volkswagen Vento Diesel Highline,Chennai,1598.0,Comprehensive,Manual,baixa,91000.0,2011.0,Volkswagen,Vento Diesel Highline,26.59,5.0,1598.0,Sedan,Diesel,91000.0,103.6,First Owner,3.5,3.608200000000001,0,0,3.0914285714285987,0,0.0,72.28740266159919,72.28740266159919
2017 Maruti Celerio VXI CNG,Pune,998.0,Third Party,Manual,baixa,67000.0,2017.0,Maruti,Celerio VXI CNG,14.28,5.0,998.0,Hatchback,CNG,67000.0,58.3,First Owner,4.75,4.5465,0,0,4.28421052631579,0,0.0,76.64247990217729,76.64247990217729
2016 Tata Indigo LX BSIV,Hyderabad,1396.0,Third Party,Manual,baixa,120000.0,2016.0,Tata,Indigo LX BSIV,17.0,5.0,1396.0,Sedan,Diesel,120000.0,69.0,Second Owner,2.5,2.413000000000001,0,0,3.479999999999954,0,0.0,73.70615197950791,73.70615197950791
2013 Tata Indica V2 LS,Lucknow,1396.0,Not Available,Manual,baixa,107174.0,2013.0,Tata,Indica V2 LS,17.1,5.0,1396.0,Hatchback,Diesel,107174.0,69.0,First Owner,1.28,1.619500000000001,0,0,26.523437500000078,1,0.7903673973448591,50.0,100.0
2019 Maruti Alto 800 VXI BSIV,Chennai,796.0,Comprehensive,Manual,baixa,31000.0,2019.0,Maruti,Alto 800 VXI BSIV,19.1,5.0,796.0,Hatchback,Petrol,31000.0,47.3,First Owner,3.95,3.793799999999996,0,0,3.954430379746939,0,0.0,75.43838890731281,75.43838890731281
2018 Tata Tiago 1.2 Revotron XM,Delhi,1199.0,Third Party,Manual,baixa,67457.0,2018.0,Tata,Tiago 1.2 Revotron XM,42.672,5.0,1199.0,Hatchback,Petrol,67457.0,84.0,First Owner,4.48,4.572799999999998,0,0,2.071428571428522,0,0.0,68.56318570208784,68.56318570208784
2016 Mahindra XUV500 W4 1.99 mHawk,Bangalore,1997.0,Third Party,Manual,baixa,70000.0,2016.0,Mahindra,XUV500 W4 1.99 mHawk,20.36,7.0,1997.0,SUV,Diesel,70000.0,140.0,Second Owner,8.0,8.0521,0,0,0.6512499999999921,0,0.0,63.37783950478553,63.37783950478553
2015 Maruti Swift VXI,Mumbai,1197.0,Third Party,Manual,baixa,60000.0,2015.0,Maruti,Swift VXI,18.0,5.0,1197.0,Hatchback,Petrol,60000.0,81.8,First Owner,4.2,4.597799999999996,0,0,9.47142857142847,1,0.9134803601722572,50.0,100.0
2012 Hyundai i20 1.2 Sportz Option,Pune,1197.0,Third Party,Manual,baixa,88000.0,2012.0,Hyundai,i20 1.2 Sportz Option,18.0,5.0,1197.0,Hatchback,Petrol,88000.0,78.91,First Owner,3.45,2.5040999999999984,0,0,27.417391304347877,1,1.3777405055708647,50.0,100.0
2012 Toyota Etios V,Ahmedabad,1496.0,Third Party,Manual,baixa,65000.0,2012.0,Toyota,Etios V,19.81,5.0,1496.0,Sedan,Petrol,65000.0,103.88974615994807,Second Owner,3.0,3.0503000000000005,0,0,1.6766666666666818,0,0.0,67.12183376024181,67.12183376024181
2018 Maruti Swift ZXI AMT,Hyderabad,1197.0,Third Party,Automatic,baixa,60882.0,2018.0,Maruti,Swift ZXI AMT,12.28,5.0,1197.0,Hatchback,Petrol,60882.0,88.5,First Owner,6.46,6.426,0,0,0.5263157894736813,0,0.0,62.92168057766277,62.92168057766277
2017 Renault KWID 1.0 RXT 02 Anniversary Edition,Delhi,999.0,Third Party,Manual,baixa,80000.0,2017.0,Renault,KWID 1.0 RXT 02 Anniversary Edition,19.1,5.0,999.0,Hatchback,Petrol,80000.0,67.0,First Owner,1.95,2.252499999999998,0,0,15.512820512820422,1,0.8657047724750284,50.0,100.0
2015 Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,1396.0,Comprehensive,Manual,baixa,67000.0,2015.0,Hyundai,i20 Sportz 1.4 CRDi,22.38,5.0,1396.0,Hatchback,Diesel,67000.0,88.7,First Owner,5.75,5.607700000000001,0,0,2.4747826086956306,0,0.0,70.03590917883041,70.03590917883041
2021 Jeep Compass 2.0 Limited Opt Diesel BSVI,Jaipur,1956.0,Not Available,Manual,baixa,24120.0,2021.0,Jeep,Compass 2.0 Limited Opt Diesel BSVI,19.01,5.0,1956.0,SUV,Diesel,24120.0,167.6,First Owner,24.0,21.8241,0,0,9.066249999999993,1,1.0997017059122711,50.0,100.0
2012 Hyundai i20 1.4 CRDi Magna,Bangalore,1396.0,Comprehensive,Manual,baixa,76300.0,2012.0,Hyundai,i20 1.4 CRDi Magna,21.4,5.0,1396.0,Hatchback,Diesel,76300.0,88.77,Second Owner,4.45,4.075199999999996,0,0,8.42247191011245,1,1.09197094621123,50.0,100.0
2017 Volkswagen Polo GT TSI,Chennai,1197.0,Third Party,Automatic,baixa,55023.0,2017.0,Volkswagen,Polo GT TSI,18.9,5.0,1197.0,Hatchback,Petrol,55023.0,103.5,First Owner,7.8,7.85019999999999,0,0,0.6435897435896214,0,0.0,63.34987042945445,63.34987042945445
2022 Hyundai i20 Asta Opt BSVI,Delhi,1197.0,Comprehensive,Manual,baixa,5000.0,2022.0,Hyundai,i20 Asta Opt BSVI,21.21,5.0,1197.0,Hatchback,Petrol,5000.0,81.8,First Owner,8.5,7.5121,0,0,11.622352941176468,1,1.1315078340277684,50.0,100.0
2019 Mahindra TUV 300 T10 BSIV,Mumbai,1493.0,Third Party,Manual,baixa,40000.0,2019.0,Mahindra,TUV 300 T10 BSIV,18.49,7.0,1493.0,SUV,Diesel,40000.0,100.0,First Owner,9.2,9.3774,0,0,1.9282608695652224,0,0.0,68.04045277725105,68.04045277725105
2016 Volkswagen Vento 1.2 TSI Highline AT,Bangalore,1197.0,Third Party,Automatic,baixa,50750.0,2016.0,Volkswagen,Vento 1.2 TSI Highline AT,19.81,5.0,1197.0,Sedan,Petrol,50750.0,103.2,Second Owner,7.56,7.050099999999992,0,0,6.7447089947091,0,0.0,85.6262349265316,85.6262349265316
2020 Mahindra XUV500 W7 AT,Hyderabad,2179.0,Third Party,Automatic,baixa,49500.0,2020.0,Mahindra,XUV500 W7 AT,14.2,7.0,2179.0,SUV,Diesel,49500.0,152.8,First Owner,15.89,16.361100000000025,0,0,2.964757709251257,0,0.0,71.82490288395532,71.82490288395532
2020 Tata Altroz XZ Diesel,Bangalore,1497.0,Third Party,Manual,baixa,58107.0,2020.0,Tata,Altroz XZ Diesel,21.7,5.0,1497.0,Hatchback,Diesel,58107.0,88.7,First Owner,7.86,7.670800000000011,0,0,2.407124681933701,0,0.0,69.78887702364204,69.78887702364204
2021 Maruti Alto Vxi 1.1,Kolkata,1061.0,Third Party,Manual,baixa,20000.0,2021.0,Maruti,Alto Vxi 1.1,23.1,5.0,1061.0,Hatchback,Petrol,20000.0,47.0,First Owner,3.0,5.055500000000002,0,0,68.51666666666674,1,0.5934131144298287,50.0,100.0
2016 Honda Jazz 1.2 V i VTEC,Bangalore,1199.0,Comprehensive,Manual,baixa,77501.0,2016.0,Honda,Jazz 1.2 V i VTEC,21.9,5.0,1199.0,Hatchback,Petrol,77501.0,88.7,Third Owner,5.44,5.036599999999998,0,0,7.415441176470629,0,0.0,88.07520763889056,88.07520763889056
2019 Honda Amaze S Petrol BSIV,Lucknow,1199.0,Comprehensive,Manual,baixa,53873.0,2019.0,Honda,Amaze S Petrol BSIV,28.4,5.0,1199.0,Sedan,Petrol,53873.0,88.7,First Owner,5.45,5.7153,0,0,4.8678899082568785,0,0.0,78.7736060327086,78.7736060327086
2018 Honda Amaze V CVT Petrol BSIV,Mumbai,1199.0,Zero Dep,Automatic,baixa,28000.0,2018.0,Honda,Amaze V CVT Petrol BSIV,17.5,5.0,1199.0,Sedan,Petrol,28000.0,88.7,First Owner,7.25,7.370900000000003,0,0,1.6675862068965979,0,0.0,67.0886792482066,67.0886792482066
2010 Hyundai Santro Xing GLS CNG,Gurgaon,1086.0,Third Party,Manual,baixa,120000.0,2010.0,Hyundai,Santro Xing GLS CNG,15.29,5.0,1086.0,Hatchback,CNG,120000.0,62.1,Second Owner,0.98,1.1261000000000008,0,0,14.908163265306204,1,0.8702601900364082,50.0,100.0
2021 Tata Nexon XZ 2020-2022,Mumbai,1199.0,Zero Dep,Manual,baixa,17295.0,2021.0,Tata,Nexon XZ 2020-2022,19.01,5.0,1199.0,SUV,Petrol,17295.0,118.3,First Owner,9.46,9.468300000000008,0,0,0.08773784355187421,0,0.0,61.32034780877108,61.32034780877108
2018 Mahindra Bolero Power Plus SLX,Pune,1493.0,Third Party,Manual,baixa,60000.0,2018.0,Mahindra,Bolero Power Plus SLX,18.9,7.0,1493.0,SUV,Diesel,60000.0,70.0,First Owner,7.0,7.3012,0,0,4.302857142857138,0,0.0,76.71056229978589,76.71056229978589
2016 Hyundai i20 Asta Option 1.2,Delhi,1197.0,Comprehensive,Manual,baixa,49687.0,2016.0,Hyundai,i20 Asta Option 1.2,16.36,5.0,1197.0,Hatchback,Petrol,49687.0,81.8,Second Owner,5.73,5.656400000000004,0,0,1.2844677137870213,0,0.0,65.68983965061739,65.68983965061739
