insurance,owner_type,transmission_type,resale_price_Lakh
Third Party,First Owner,Manual,7.0
Zero Dep,First Owner,Manual,4.95
Third Party,First Owner,Manual,7.43
Comprehensive,First Owner,Automatic,28.5
Zero Dep,First Owner,Manual,4.67
Comprehensive,First Owner,Manual,3.96
Zero Dep,First Owner,Manual,6.41
Comprehensive,First Owner,Manual,6.64
Third Party,First Owner,Manual,2.8
Comprehensive,First Owner,Automatic,29.0
Zero Dep,Second Owner,Manual,5.51
Third Party,Second Owner,Automatic,10.54
Comprehensive,Second Owner,Manual,7.7
Third Party,First Owner,Automatic,11.5
Comprehensive,First Owner,Manual,4.6
Third Party,First Owner,Manual,5.64
Comprehensive,Second Owner,Manual,3.75
Third Party,First Owner,Automatic,6.86
Comprehensive,First Owner,Manual,6.25
Third Party,First Owner,Automatic,2.95
Not Available,First Owner,Manual,3.4
Third Party,First Owner,Manual,3.48
Zero Dep,Second Owner,Automatic,5.9
Comprehensive,First Owner,Manual,3.74
Third Party,First Owner,Manual,5.5
Third Party,Second Owner,Automatic,18.0
Zero Dep,First Owner,Manual,5.86
Third Party,First Owner,Manual,2.25
Comprehensive,Second Owner,Manual,8.45
Comprehensive,First Owner,Manual,7.75
Third Party,First Owner,Automatic,10.25
Comprehensive,Second Owner,Manual,9.1
Zero Dep,First Owner,Automatic,14.43
Comprehensive,First Owner,Automatic,19.51
Third Party,First Owner,Automatic,12.26
Not Available,First Owner,Automatic,22.0
Comprehensive,First Owner,Manual,4.95
Third Party,First Owner,Manual,3.95
Third Party,First Owner,Manual,2.25
Third Party,First Owner,Manual,5.9
Third Party,First Owner,Manual,3.4
Third Party,First Owner,Manual,2.2
Third Party,First Owner,Manual,4.45
Comprehensive,First Owner,Automatic,8.5
Third Party,Second Owner,Manual,2.5
Comprehensive,First Owner,Automatic,7.5
Comprehensive,First Owner,Manual,6.89
Third Party,First Owner,Manual,4.5
Comprehensive,First Owner,Manual,6.6
Third Party,First Owner,Manual,2.2
Third Party,First Owner,Manual,5.04
Third Party,First Owner,Manual,8.5
Third Party,Second Owner,Automatic,8.35
Comprehensive,First Owner,Automatic,20.5
Not Available,First Owner,Automatic,29.0
Third Party,First Owner,Manual,2.2
Comprehensive,First Owner,Manual,8.1
Third Party,First Owner,Manual,2.55
Comprehensive,First Owner,Manual,4.5
Comprehensive,First Owner,Manual,4.95
Comprehensive,First Owner,Manual,5.76
Third Party,Second Owner,Manual,6.5
Third Party,First Owner,Automatic,8.0
Third Party,First Owner,Manual,12.4
Comprehensive,First Owner,Manual,10.8
Not Available,Fourth Owner,Manual,3.22
Third Party,First Owner,Automatic,9.7
Comprehensive,First Owner,Automatic,15.75
Zero Dep,First Owner,Automatic,4.59
Comprehensive,First Owner,Manual,8.75
Comprehensive,First Owner,Manual,5.5
Comprehensive,First Owner,Manual,8.5
Comprehensive,First Owner,Automatic,12.0
Comprehensive,First Owner,Manual,2.56
Comprehensive,First Owner,Automatic,15.75
Third Party,First Owner,Manual,2.8
Comprehensive,First Owner,Automatic,11.4
Third Party,Second Owner,Automatic,5.15
Third Party,First Owner,Automatic,29.5
Comprehensive,First Owner,Automatic,7.45
Comprehensive,First Owner,Manual,7.99
Third Party,First Owner,Automatic,11.2
Comprehensive,Second Owner,Manual,3.25
Third Party,First Owner,Manual,16.73
Third Party,First Owner,Automatic,19.5
Zero Dep,First Owner,Manual,19.31
Third Party,First Owner,Manual,7.0
Third Party,Third Owner,Manual,3.1
Third Party,First Owner,Automatic,8.3
Third Party,Second Owner,Manual,1.3
Third Party,First Owner,Manual,7.18
Comprehensive,First Owner,Manual,5.5
Comprehensive,Third Owner,Manual,4.29
Comprehensive,First Owner,Manual,10.5
Comprehensive,First Owner,Manual,38.0
Third Party,First Owner,Manual,5.0
Third Party,First Owner,Manual,7.82
Third Party,Second Owner,Manual,3.25
Zero Dep,First Owner,Manual,5.15
Third Party,First Owner,Manual,5.9
Comprehensive,First Owner,Manual,6.25
Comprehensive,First Owner,Manual,8.9
Third Party,First Owner,Automatic,6.68
Comprehensive,First Owner,Manual,5.36
Comprehensive,First Owner,Manual,4.09
Comprehensive,First Owner,Automatic,10.26
Comprehensive,First Owner,Manual,3.16
Third Party,Fourth Owner,Manual,2.19
Comprehensive,First Owner,Manual,2.98
Third Party,First Owner,Manual,4.8
Comprehensive,First Owner,Manual,1.45
Third Party,Second Owner,Manual,3.43
Comprehensive,First Owner,Manual,7.0
Third Party,First Owner,Automatic,10.48
Third Party,Second Owner,Manual,6.67
Third Party,First Owner,Manual,1.25
Third Party,Second Owner,Manual,3.34
Third Party,First Owner,Automatic,17.5
Third Party,First Owner,Manual,8.0
Third Party,Second Owner,Manual,3.75
Third Party,First Owner,Manual,10.5
Third Party,Second Owner,Manual,6.35
Third Party,First Owner,Manual,3.65
Comprehensive,First Owner,Automatic,7.0
Third Party,First Owner,Manual,3.7
Comprehensive,Second Owner,Automatic,23.75
Comprehensive,First Owner,Manual,2.48
Third Party,Second Owner,Manual,3.57
Third Party,Second Owner,Manual,4.03
Zero Dep,First Owner,Manual,2.82
Third Party,First Owner,Manual,2.5
Comprehensive,First Owner,Manual,5.9
Zero Dep,First Owner,Automatic,18.0
Third Party,First Owner,Manual,17.85
Third Party,First Owner,Manual,6.8
Third Party,Second Owner,Manual,7.51
Comprehensive,Second Owner,Automatic,7.43
Comprehensive,First Owner,Automatic,9.33
Third Party,Third Owner,Automatic,12.0
Comprehensive,First Owner,Manual,2.58
Third Party,First Owner,Manual,3.6
Comprehensive,Second Owner,Manual,3.99
Third Party,Second Owner,Manual,1.4
Comprehensive,First Owner,Manual,4.85
Comprehensive,Second Owner,Automatic,20.0
Not Available,First Owner,Manual,14.0
Third Party,Second Owner,Manual,5.5
Comprehensive,First Owner,Manual,3.96
Third Party,First Owner,Manual,9.5
Third Party,First Owner,Manual,6.4
Third Party,First Owner,Manual,3.0
Third Party,First Owner,Manual,6.65
Third Party,First Owner,Manual,10.0
No Insurance,First Owner,Automatic,7.11
Third Party,First Owner,Manual,3.9
Zero Dep,First Owner,Manual,6.18
Zero Dep,Second Owner,Manual,5.65
Comprehensive,Second Owner,Automatic,21.75
Third Party,Second Owner,Manual,5.5
Third Party,First Owner,Manual,1.78
Third Party,Second Owner,Manual,6.27
Comprehensive,First Owner,Manual,7.75
Comprehensive,First Owner,Manual,3.0
Third Party,Second Owner,Manual,2.5
Third Party,First Owner,Automatic,5.07
Third Party,First Owner,Manual,6.45
Third Party,First Owner,Manual,8.64
Comprehensive,First Owner,Manual,5.8
Comprehensive,First Owner,Automatic,12.5
Comprehensive,First Owner,Automatic,6.94
Comprehensive,First Owner,Automatic,4.15
Third Party,Second Owner,Manual,3.5
Comprehensive,Second Owner,Automatic,35.49
Zero Dep,First Owner,Automatic,18.5
Comprehensive,First Owner,Manual,7.7
Third Party,First Owner,Manual,5.02
Not Available,Second Owner,Manual,4.0
Third Party,Second Owner,Manual,1.5
Third Party,First Owner,Manual,8.8
Comprehensive,First Owner,Manual,4.45
Comprehensive,First Owner,Manual,2.85
Third Party,First Owner,Manual,8.2
Third Party,First Owner,Manual,4.13
Comprehensive,First Owner,Manual,4.8
Third Party,First Owner,Manual,2.25
Comprehensive,First Owner,Automatic,14.5
Comprehensive,First Owner,Manual,6.45
Third Party,Second Owner,Manual,3.0
Comprehensive,Second Owner,Manual,8.25
Third Party,First Owner,Automatic,11.75
Zero Dep,First Owner,Automatic,8.18
Third Party,Third Owner,Manual,5.15
Third Party,Third Owner,Manual,4.0
Third Party,First Owner,Manual,7.0
Third Party,Second Owner,Manual,5.5
Not Available,First Owner,Manual,2.2
Third Party,First Owner,Manual,6.25
Comprehensive,First Owner,Manual,7.75
Comprehensive,First Owner,Manual,3.6
Third Party,Second Owner,Manual,4.59
Comprehensive,First Owner,Manual,2.15
Not Available,Third Owner,Manual,1.4
Third Party,First Owner,Automatic,7.75
Third Party,Second Owner,Automatic,8.99
Third Party,First Owner,Manual,7.65
Third Party,Second Owner,Manual,2.5
Third Party,Second Owner,Manual,4.0
Third Party,First Owner,Manual,6.9
Comprehensive,First Owner,Automatic,5.85
Third Party,First Owner,Manual,9.6
Comprehensive,First Owner,Manual,2.36
Comprehensive,First Owner,Automatic,7.9
Third Party,First Owner,Manual,4.55
Third Party,Second Owner,Manual,7.2
Not Available,First Owner,Manual,2.0
Comprehensive,First Owner,Automatic,49.0
Third Party,Second Owner,Manual,0.63
Third Party,First Owner,Manual,5.01
Comprehensive,Second Owner,Automatic,4.71
Third Party,First Owner,Manual,5.5
Third Party,First Owner,Manual,2.7
Comprehensive,First Owner,Automatic,26.5
Comprehensive,First Owner,Automatic,8.95
Comprehensive,First Owner,Manual,7.5
Third Party,First Owner,Manual,2.1
Third Party,First Owner,Manual,8.0
Third Party,First Owner,Manual,2.9
Comprehensive,Second Owner,Manual,6.5
Comprehensive,First Owner,Manual,2.95
Comprehensive,First Owner,Manual,2.25
Comprehensive,First Owner,Manual,4.52
Third Party,First Owner,Automatic,60.0
Third Party,Second Owner,Manual,2.85
Third Party,First Owner,Manual,5.9
Comprehensive,First Owner,Automatic,17.25
Comprehensive,First Owner,Automatic,5.31
Not Available,First Owner,Manual,3.5
Third Party,First Owner,Manual,3.25
Third Party,Fourth Owner,Automatic,2.0
Third Party,First Owner,Automatic,2.81
Third Party,Second Owner,Manual,4.13
Comprehensive,Second Owner,Automatic,5.75
Comprehensive,First Owner,Manual,1.45
Third Party,First Owner,Manual,13.21
Third Party,First Owner,Manual,3.32
Third Party,Fifth Owner,Manual,2.7
Comprehensive,Second Owner,Manual,5.79
Third Party,First Owner,Manual,2.79
Third Party,First Owner,Manual,10.5
Comprehensive,First Owner,Manual,4.93
Third Party,Second Owner,Manual,2.0
Comprehensive,First Owner,Manual,10.31
Third Party,First Owner,Automatic,11.0
Third Party,Third Owner,Manual,2.6
Third Party,Second Owner,Automatic,16.95
Third Party,First Owner,Automatic,12.95
Third Party,Third Owner,Automatic,5.6
Third Party,First Owner,Manual,3.0
Comprehensive,First Owner,Manual,7.1
Not Available,First Owner,Manual,3.0
Third Party,First Owner,Manual,6.7
Third Party,First Owner,Manual,4.97
Zero Dep,First Owner,Manual,5.59
Comprehensive,First Owner,Manual,7.75
Comprehensive,First Owner,Manual,3.81
Comprehensive,First Owner,Automatic,26.5
Comprehensive,First Owner,Manual,2.3
Comprehensive,First Owner,Manual,6.25
Comprehensive,First Owner,Automatic,17.3
Third Party,First Owner,Automatic,5.25
Third Party,Fourth Owner,Manual,0.5
Third Party,First Owner,Automatic,4.65
Third Party,First Owner,Automatic,13.0
Comprehensive,First Owner,Manual,3.95
Comprehensive,First Owner,Manual,2.68
Comprehensive,First Owner,Manual,3.28
Third Party,First Owner,Automatic,7.07
Third Party,Third Owner,Manual,1.65
Third Party,Second Owner,Manual,2.36
Third Party,First Owner,Manual,5.1
Comprehensive,First Owner,Automatic,41.95
Not Available,First Owner,Manual,0.85
Zero Dep,Second Owner,Automatic,8.06
Third Party,First Owner,Manual,3.99
Third Party,Second Owner,Manual,3.0
Zero Dep,First Owner,Automatic,8.2
Third Party,Second Owner,Automatic,2.75
Comprehensive,First Owner,Automatic,24.0
Third Party,First Owner,Automatic,5.34
Comprehensive,First Owner,Manual,3.25
Comprehensive,First Owner,Manual,5.34
Third Party,Second Owner,Manual,2.85
Zero Dep,Second Owner,Automatic,22.9
Third Party,Second Owner,Manual,5.5
Comprehensive,First Owner,Manual,3.95
Third Party,Second Owner,Automatic,6.74
Third Party,First Owner,Manual,5.37
Third Party,Second Owner,Manual,3.75
Third Party,First Owner,Manual,20.01
Comprehensive,First Owner,Automatic,3.45
Third Party,First Owner,Manual,5.59
Comprehensive,Second Owner,Automatic,28.5
Third Party,Second Owner,Manual,7.0
Comprehensive,Second Owner,Manual,8.13
Zero Dep,First Owner,Manual,8.28
Third Party,First Owner,Manual,5.5
Third Party,First Owner,Manual,4.1
Comprehensive,First Owner,Manual,2.11
Third Party,First Owner,Manual,14.52
Comprehensive,First Owner,Automatic,27.0
Third Party,Second Owner,Manual,2.8
Third Party,Second Owner,Manual,4.97
Comprehensive,First Owner,Manual,2.59
Comprehensive,First Owner,Manual,4.75
Not Available,First Owner,Manual,9.0
Comprehensive,First Owner,Automatic,5.9
Comprehensive,First Owner,Manual,3.92
Third Party,Second Owner,Manual,7.2
Comprehensive,First Owner,Manual,3.65
Third Party,Second Owner,Manual,4.0
Comprehensive,First Owner,Manual,11.07
Zero Dep,First Owner,Automatic,8.11
Third Party,First Owner,Automatic,8.5
Third Party,First Owner,Automatic,6.75
Comprehensive,First Owner,Automatic,9.0
Comprehensive,First Owner,Automatic,9.9
Third Party,First Owner,Manual,1.5
Comprehensive,First Owner,Manual,2.5
Comprehensive,First Owner,Automatic,6.5
Comprehensive,Second Owner,Manual,2.68
Third Party,Second Owner,Manual,6.5
Third Party,Second Owner,Manual,4.85
Comprehensive,First Owner,Automatic,103.0
Third Party,First Owner,Automatic,8.93
Comprehensive,First Owner,Manual,7.98
Comprehensive,First Owner,Manual,5.23
Third Party,First Owner,Manual,7.25
Comprehensive,First Owner,Automatic,39.5
Third Party,Second Owner,Automatic,5.84
Third Party,First Owner,Manual,4.35
Comprehensive,First Owner,Manual,1.49
Comprehensive,Second Owner,Manual,3.51
Third Party,First Owner,Automatic,6.0
Third Party,Second Owner,Manual,1.4
Comprehensive,First Owner,Manual,5.9
Comprehensive,First Owner,Manual,6.55
Third Party,Third Owner,Manual,2.8
Comprehensive,First Owner,Manual,5.5
Third Party,First Owner,Manual,2.65
Third Party,First Owner,Manual,3.6
Comprehensive,First Owner,Automatic,16.9
Third Party,First Owner,Automatic,18.75
Third Party,First Owner,Manual,5.5
Third Party,Second Owner,Manual,5.5
Third Party,First Owner,Manual,2.24
Third Party,First Owner,Automatic,13.95
Comprehensive,Second Owner,Manual,3.91
Comprehensive,First Owner,Manual,5.85
Third Party,First Owner,Manual,7.5
Third Party,First Owner,Manual,4.5
Third Party,Second Owner,Manual,3.1
Comprehensive,Second Owner,Manual,4.65
Not Available,Second Owner,Automatic,13.0
Third Party,First Owner,Manual,7.0
Not Available,First Owner,Manual,8.5
Third Party,First Owner,Automatic,17.5
Comprehensive,Second Owner,Automatic,16.5
Third Party,Second Owner,Manual,5.8
Third Party,Third Owner,Automatic,13.0
Third Party,First Owner,Manual,4.0
Third Party,First Owner,Manual,4.8
Comprehensive,First Owner,Manual,10.9
Third Party,Second Owner,Manual,3.5
Comprehensive,First Owner,Automatic,12.9
Third Party,First Owner,Manual,6.45
Third Party,First Owner,Manual,6.25
Comprehensive,First Owner,Automatic,5.49
Zero Dep,First Owner,Automatic,15.75
Comprehensive,First Owner,Automatic,11.75
Third Party,Second Owner,Manual,6.7
Third Party,First Owner,Manual,1.85
Third Party,First Owner,Manual,7.75
Comprehensive,First Owner,Manual,5.81
Third Party,Third Owner,Manual,5.5
Third Party,Second Owner,Manual,2.6
Third Party,First Owner,Manual,4.25
Third Party,First Owner,Manual,4.11
Third Party,First Owner,Manual,5.42
Zero Dep,First Owner,Automatic,4.94
Third Party,Second Owner,Manual,1.4
Comprehensive,First Owner,Manual,6.38
Comprehensive,First Owner,Automatic,50.0
Third Party,Third Owner,Manual,4.54
Third Party,First Owner,Manual,2.6
Third Party,Second Owner,Manual,2.45
Comprehensive,First Owner,Automatic,25.45
Third Party,Second Owner,Manual,4.5
Third Party,Second Owner,Automatic,7.7
Third Party,First Owner,Automatic,7.7
Comprehensive,Second Owner,Manual,14.9
Not Available,First Owner,Manual,3.0
Comprehensive,First Owner,Manual,5.9
Comprehensive,First Owner,Automatic,31.75
Third Party,First Owner,Manual,10.9
Third Party,First Owner,Manual,1.99
Third Party,First Owner,Manual,2.95
Third Party,First Owner,Manual,9.5
Comprehensive,First Owner,Manual,7.9
Comprehensive,Second Owner,Manual,1.99
Third Party,Second Owner,Manual,1.1
Comprehensive,First Owner,Manual,5.2
Comprehensive,First Owner,Automatic,12.75
Third Party,Second Owner,Manual,2.71
Third Party,First Owner,Manual,6.5
Third Party,Second Owner,Manual,2.65
Third Party,First Owner,Manual,12.95
Third Party,Second Owner,Manual,2.92
Comprehensive,First Owner,Automatic,11.85
Comprehensive,First Owner,Automatic,26.7
Comprehensive,First Owner,Manual,5.15
Third Party,Second Owner,Automatic,44.75
Comprehensive,First Owner,Manual,4.45
Third Party,First Owner,Manual,2.25
Third Party,First Owner,Manual,7.5
Comprehensive,First Owner,Manual,5.95
Comprehensive,First Owner,Manual,6.5
Third Party,Second Owner,Manual,4.3
Third Party,Second Owner,Automatic,9.7
Third Party,First Owner,Manual,1.2
Third Party,First Owner,Manual,4.5
Zero Dep,Third Owner,Automatic,40.0
Third Party,First Owner,Manual,7.49
Comprehensive,First Owner,Automatic,10.25
Third Party,First Owner,Manual,12.2
Third Party,First Owner,Manual,7.5
Third Party,Second Owner,Manual,3.5
Third Party,First Owner,Manual,7.09
Comprehensive,First Owner,Automatic,49.5
Third Party,First Owner,Manual,13.7
Comprehensive,First Owner,Manual,4.95
Third Party,First Owner,Manual,7.75
Third Party,First Owner,Manual,2.8
Third Party,First Owner,Manual,6.5
Third Party,Second Owner,Manual,4.5
Third Party,First Owner,Manual,6.3
Comprehensive,First Owner,Manual,6.25
Third Party,Second Owner,Manual,4.54
Comprehensive,First Owner,Manual,6.81
Third Party,First Owner,Automatic,13.1
Comprehensive,First Owner,Manual,6.4
Third Party,First Owner,Manual,4.53
Third Party,First Owner,Manual,2.7
Third Party,First Owner,Manual,5.83
Comprehensive,Second Owner,Manual,3.8
Comprehensive,Second Owner,Manual,2.95
Comprehensive,First Owner,Manual,5.81
Third Party,Second Owner,Manual,2.65
Third Party,First Owner,Automatic,4.31
Third Party,Second Owner,Manual,1.0
Third Party,Second Owner,Automatic,5.45
Comprehensive,Third Owner,Automatic,4.3
Comprehensive,First Owner,Manual,5.9
Third Party,First Owner,Manual,4.35
Comprehensive,First Owner,Manual,5.95
Third Party,First Owner,Manual,2.91
Third Party,Second Owner,Manual,3.4
Third Party,First Owner,Manual,6.8
Third Party,First Owner,Manual,1.65
Not Available,First Owner,Automatic,16.35
Comprehensive,Third Owner,Manual,3.6
Third Party,Second Owner,Manual,1.25
Zero Dep,First Owner,Automatic,7.95
Third Party,First Owner,Manual,5.5
Comprehensive,First Owner,Automatic,8.68
Comprehensive,First Owner,Automatic,4.8
Third Party,First Owner,Automatic,15.0
Comprehensive,First Owner,Automatic,7.4
Third Party,Second Owner,Manual,3.0
Third Party,First Owner,Manual,3.75
Third Party,First Owner,Manual,9.6
Third Party,Second Owner,Manual,1.95
